行政编码,区县,市,省
420117,新洲区,武汉市,湖北省
420121,汉阳县,武汉市,湖北省
420122,武昌县,武汉市,湖北省
420123,黄陂县,武汉市,湖北省
420124,新洲县,武汉市,湖北省
420200,黄石市,黄石市,湖北省
420202,黄石港区,黄石市,湖北省
420203,石灰窑区|西塞山区,黄石市,湖北省
420204,下陆区,黄石市,湖北省
420205,铁山区,黄石市,湖北省
420211,郊区,黄石市,湖北省
420221,大冶县,黄石市,湖北省
420222,阳新县,黄石市,湖北省
420281,大冶市,黄石市,湖北省
420300,十堰市,十堰市,湖北省
420302,茅箭区,十堰市,湖北省
420303,张湾区,十堰市,湖北省
420304,郧阳区,十堰市,湖北省
420321,郧县,十堰市,湖北省
420322,郧西县,十堰市,湖北省
420323,竹山县,十堰市,湖北省
420324,竹溪县,十堰市,湖北省
420325,房县,十堰市,湖北省
420381,丹江口市,十堰市,湖北省
420400,沙市市,沙市市,湖北省
420500,宜昌市,宜昌市,湖北省
420502,西陵区,宜昌市,湖北省
420503,伍家岗区,宜昌市,湖北省
420504,点军区,宜昌市,湖北省
420505,猇亭区,宜昌市,湖北省
420506,夷陵区,宜昌市,湖北省
420521,宜昌县,宜昌市,湖北省
420523,枝江县,宜昌市,湖北省
420525,远安县,宜昌市,湖北省
420526,兴山县,宜昌市,湖北省
420527,秭归县,宜昌市,湖北省
420528,长阳土家族自治县,宜昌市,湖北省
420529,五峰土家族自治县,宜昌市,湖北省
420581,枝城市|宜都市,宜昌市,湖北省
420582,当阳市,宜昌市,湖北省
420583,枝城市|枝江市,宜昌市,湖北省
420600,襄樊市|襄阳市,襄樊市|襄阳市,湖北省
420602,襄城区,襄樊市|襄阳市,湖北省
420603,樊东区,襄樊市|襄阳市,湖北省
420604,樊西区,襄樊市|襄阳市,湖北省
420606,樊城区,襄樊市|襄阳市,湖北省
420607,襄阳区|襄州区,襄樊市|襄阳市,湖北省
420611,郊区,襄樊市|襄阳市,湖北省
420621,襄阳县,襄樊市|襄阳市,湖北省
420622,枣阳县,襄樊市|襄阳市,湖北省
420623,宜城县,襄樊市|襄阳市,湖北省
420624,南漳县,襄樊市|襄阳市,湖北省
420625,谷城县,襄樊市|襄阳市,湖北省
420626,保康县,襄樊市|襄阳市,湖北省
420682,老河口市,襄樊市|襄阳市,湖北省
420683,枣阳市,襄樊市|襄阳市,湖北省
420684,宜城市,襄樊市|襄阳市,湖北省
420700,鄂州市,鄂州市,湖北省
420702,梁子湖区,鄂州市,湖北省
420703,华容区|黄州区,鄂州市,湖北省
420704,鄂城区,鄂州市,湖北省
420800,荆门市,荆门市,湖北省
420802,东宝区,荆门市,湖北省
420803,沙洋区,荆门市,湖北省
420804,掇刀区,荆门市,湖北省
420821,京山县,荆门市,湖北省
420822,沙洋县,荆门市,湖北省
420881,钟祥市,荆门市,湖北省
420882,京山市,荆门市,湖北省
420900,孝感市,孝感市,湖北省
420901,随州市,孝感市,湖北省
420902,孝南区,孝感市,湖北省
420921,孝昌县,孝感市,湖北省
420922,大悟县,孝感市,湖北省
420923,云梦县,孝感市,湖北省
420924,汉川县,孝感市,湖北省
420981,应城市,孝感市,湖北省
420982,安陆市,孝感市,湖北省
420983,广水市,孝感市,湖北省
420984,汉川市,孝感市,湖北省
421000,荆沙市|荆州市,荆沙市|荆州市,湖北省
421001,老河口市,荆沙市|荆州市,湖北省
421002,沙市区,荆沙市|荆州市,湖北省
421003,荆州区,荆沙市|荆州市,湖北省
421004,江陵区,荆沙市|荆州市,湖北省
421022,公安县,荆沙市|荆州市,湖北省
421023,监利县,荆沙市|荆州市,湖北省
421024,江陵县|松滋县,荆沙市|荆州市,湖北省
421025,京山县,荆沙市|荆州市,湖北省
421081,石首市,荆沙市|荆州市,湖北省
421082,钟祥市,荆沙市|荆州市,湖北省
421083,洪湖市,荆沙市|荆州市,湖北省
421087,松滋市,荆沙市|荆州市,湖北省
421088,监利市,荆沙市|荆州市,湖北省
421100,黄冈市,黄冈市,湖北省
421102,黄州区,黄冈市,湖北省
421121,团风县,黄冈市,湖北省
421122,红安县,黄冈市,湖北省
421123,罗田县,黄冈市,湖北省
421124,英山县,黄冈市,湖北省
421125,浠水县,黄冈市,湖北省
421126,蕲春县,黄冈市,湖北省
421127,黄梅县,黄冈市,湖北省
421181,麻城市,黄冈市,湖北省
421182,武穴市,黄冈市,湖北省
421200,咸宁市,咸宁市,湖北省
421202,咸安区,咸宁市,湖北省
421221,嘉鱼县,咸宁市,湖北省
421222,通城县,咸宁市,湖北省
421223,崇阳县,咸宁市,湖北省
421224,通山县,咸宁市,湖北省
421281,赤壁市,咸宁市,湖北省
421300,随州市,随州市,湖北省
421303,曾都区,随州市,湖北省
421321,随县,随州市,湖北省
421381,广水市,随州市,湖北省
422100,黄冈地区,黄冈地区,湖北省
422101,鄂城市|麻城市,黄冈地区,湖北省
422102,武穴市,黄冈地区,湖北省
422103,黄州市,黄冈地区,湖北省
422121,黄冈县,黄冈地区,湖北省
422122,新洲县,黄冈地区,湖北省
422123,红安县,黄冈地区,湖北省
422124,麻城县,黄冈地区,湖北省
422125,罗田县,黄冈地区,湖北省
422126,英山县,黄冈地区,湖北省
422127,浠水县,黄冈地区,湖北省
422128,蕲春县,黄冈地区,湖北省
422129,广济县,黄冈地区,湖北省
422130,黄梅县,黄冈地区,湖北省
422131,鄂城县,黄冈地区,湖北省
422200,孝感地区,孝感地区,湖北省
422201,孝感市,孝感地区,湖北省
422202,应城市,孝感地区,湖北省
422203,安陆市,孝感地区,湖北省
422204,广水市,孝感地区,湖北省
422221,孝感县,孝感地区,湖北省
422222,黄陂县,孝感地区,湖北省
422223,大悟县,孝感地区,湖北省
422224,应山县,孝感地区,湖北省
422225,安陆县,孝感地区,湖北省
422226,云梦县,孝感地区,湖北省
422227,应城县,孝感地区,湖北省
422228,汉川县,孝感地区,湖北省
422300,咸宁地区,咸宁地区,湖北省
422301,咸宁市,咸宁地区,湖北省
422302,蒲圻市,咸宁地区,湖北省
422321,咸宁县,咸宁地区,湖北省
422322,嘉鱼县,咸宁地区,湖北省
422323,蒲圻县,咸宁地区,湖北省
422324,通城县,咸宁地区,湖北省
422325,崇阳县,咸宁地区,湖北省
422326,通山县,咸宁地区,湖北省
422327,阳新县,咸宁地区,湖北省
422400,荆州地区,荆州地区,湖北省
422401,仙桃市|荆门市,荆州地区,湖北省
422402,石首市,荆州地区,湖北省
422403,洪湖市,荆州地区,湖北省
422404,天门市,荆州地区,湖北省
422405,潜江市,荆州地区,湖北省
422406,钟祥市,荆州地区,湖北省
422421,江陵县,荆州地区,湖北省
422422,松滋县,荆州地区,湖北省
422423,公安县,荆州地区,湖北省
422424,石首县,荆州地区,湖北省
422425,监利县,荆州地区,湖北省
422426,洪湖县,荆州地区,湖北省
422427,沔阳县,荆州地区,湖北省
422428,天门县,荆州地区,湖北省
422429,潜江县,荆州地区,湖北省
422430,荆门县,荆州地区,湖北省
422431,钟祥县,荆州地区,湖北省
422432,京山县,荆州地区,湖北省
422500,襄阳地区,襄阳地区,湖北省
422501,随州市,襄阳地区,湖北省
422502,老河口市,襄阳地区,湖北省
422521,樊阳县,襄阳地区,湖北省
422522,枣阳县,襄阳地区,湖北省
422523,随县,襄阳地区,湖北省
422524,宜城县,襄阳地区,湖北省
422525,南漳县,襄阳地区,湖北省
422526,光化县,襄阳地区,湖北省
422527,谷城县,襄阳地区,湖北省
422528,保康县,襄阳地区,湖北省
422600,郧阳地区,郧阳地区,湖北省
422601,丹江口市,郧阳地区,湖北省
422621,均县,郧阳地区,湖北省
422622,郧县,郧阳地区,湖北省
422623,郧西县,郧阳地区,湖北省
422624,竹山县,郧阳地区,湖北省
422625,竹溪县,郧阳地区,湖北省
422626,房县,郧阳地区,湖北省
422627,神农架林区,郧阳地区,湖北省
422700,宜昌地区,宜昌地区,湖北省
422701,枝城市,宜昌地区,湖北省
422702,当阳市,宜昌地区,湖北省
422721,宜昌县,宜昌地区,湖北省
422722,宜都县,宜昌地区,湖北省
422723,枝江县,宜昌地区,湖北省
422724,当阳县,宜昌地区,湖北省
422725,远安县,宜昌地区,湖北省
422726,兴山县,宜昌地区,湖北省
422727,秭归县,宜昌地区,湖北省
422728,长阳县|长阳土家族自治县,宜昌地区,湖北省
422729,五峰土家族自治县|五峰县,宜昌地区,湖北省
422800,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422801,恩施市,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422802,利川市,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422821,恩施县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422822,建始县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422823,巴东县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422824,利川县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422825,宣恩县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422826,咸丰县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422827,来凤土家族自治县|来凤县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422828,鹤峰县|鹤峰土家族自治县,恩施地区|鄂西土家族苗族自治州|恩施土家族苗族自治州,湖北省
422921,神农架林区,,湖北省
429001,随州市,,湖北省
429002,老河口市,,湖北省
429003,枣阳市,,湖北省
429004,仙桃市,,湖北省
429005,潜江市,,湖北省
429006,天门市,,湖北省
429007,枝城市,,湖北省
429008,当阳市,,湖北省
429009,应城市,,湖北省
429010,安陆市,,湖北省
429011,广水市,,湖北省
429012,石首市,,湖北省
429013,洪湖市,,湖北省
429014,钟祥市,,湖北省
429015,丹江口市,,湖北省
429016,大冶市,,湖北省
429017,宜城市,,湖北省
429021,神农架林区,,湖北省
430000,湖南省,,湖南省
430100,长沙市,长沙市,湖南省
430102,城东区|东区|芙蓉区,长沙市,湖南省
430103,南区|天心区|城南区,长沙市,湖南省
430104,城西区|西区|岳麓区,长沙市,湖南省
430105,城北区|北区|开福区,长沙市,湖南省
430111,郊区|雨花区,长沙市,湖南省
430112,望城区,长沙市,湖南省
430121,长沙县,长沙市,湖南省
430122,望城县,长沙市,湖南省
430123,浏阳县,长沙市,湖南省
430124,宁乡县,长沙市,湖南省
430181,浏阳市,长沙市,湖南省
430182,宁乡市,长沙市,湖南省
430200,株洲市,株洲市,湖南省
430202,东区|荷塘区,株洲市,湖南省
430203,北区|芦淞区,株洲市,湖南省
430204,南区|石峰区,株洲市,湖南省
430211,天元区|郊区,株洲市,湖南省
430212,渌口区,株洲市,湖南省
430219,醴陵市,株洲市,湖南省
430221,株洲县,株洲市,湖南省
430222,醴陵县,株洲市,湖南省
430223,攸县,株洲市,湖南省
430224,茶陵县,株洲市,湖南省
430225,炎陵县|酃县,株洲市,湖南省
430281,醴陵市,株洲市,湖南省
430300,湘潭市|邵阳市,湘潭市|邵阳市,湖南省
430302,东区|雨湖区,湘潭市|邵阳市,湖南省
430303,西区|湘江区,湘潭市|邵阳市,湖南省
430304,桥头区|岳塘区,湘潭市|邵阳市,湖南省
430305,板塘区,湘潭市|邵阳市,湖南省
430306,韶山区,湘潭市|邵阳市,湖南省
430311,郊区,湘潭市|邵阳市,湖南省
430321,湘潭县|邵东县,湘潭市|邵阳市,湖南省
430322,新邵县|湘乡县,湘潭市|邵阳市,湖南省
430381,湘乡市,湘潭市|邵阳市,湖南省
430382,韶山市,湘潭市|邵阳市,湖南省
430400,湘潭市|衡阳市,湘潭市|衡阳市,湖南省
430402,雨湖区|江东区,湘潭市|衡阳市,湖南省
430403,湘江区|城南区,湘潭市|衡阳市,湖南省
430404,城北区|岳塘区,湘潭市|衡阳市,湖南省
430405,板塘区|珠晖区,湘潭市|衡阳市,湖南省
430406,雁峰区,湘潭市|衡阳市,湖南省
430407,石鼓区,湘潭市|衡阳市,湖南省
430408,蒸湘区,湘潭市|衡阳市,湖南省
430411,郊区,湘潭市|衡阳市,湖南省
430412,南岳区,湘潭市|衡阳市,湖南省
430421,湘潭县|衡阳县,湘潭市|衡阳市,湖南省
430422,衡南县|湘乡县,湘潭市|衡阳市,湖南省
430423,衡山县,湘潭市|衡阳市,湖南省
430424,衡东县,湘潭市|衡阳市,湖南省
430425,常宁县,湘潭市|衡阳市,湖南省
430426,祁东县,湘潭市|衡阳市,湖南省
430427,耒阳县,湘潭市|衡阳市,湖南省
430481,耒阳市,湘潭市|衡阳市,湖南省
430482,常宁市,湘潭市|衡阳市,湖南省
430500,邵阳市|衡阳市,邵阳市|衡阳市,湖南省
430502,东区|双清区|江东区,邵阳市|衡阳市,湖南省
430503,西区|大祥区|城南区,邵阳市|衡阳市,湖南省
430504,城北区|桥头区,邵阳市|衡阳市,湖南省
430511,北塔区|郊区,邵阳市|衡阳市,湖南省
430521,衡阳县|邵东县,邵阳市|衡阳市,湖南省
430522,新邵县|衡南县,邵阳市|衡阳市,湖南省
430523,邵阳县|衡山县,邵阳市|衡阳市,湖南省
430524,衡东县|隆回县,邵阳市|衡阳市,湖南省
430525,洞口县|常宁县,邵阳市|衡阳市,湖南省
430526,武冈县|祁东县,邵阳市|衡阳市,湖南省
430527,绥宁县|耒阳县,邵阳市|衡阳市,湖南省
430528,新宁县,邵阳市|衡阳市,湖南省
430529,城步苗族自治县,邵阳市|衡阳市,湖南省
430581,武冈市,邵阳市|衡阳市,湖南省
430582,邵东市,邵阳市|衡阳市,湖南省
430600,岳阳市,岳阳市,湖南省
430602,岳阳楼区|南区,岳阳市,湖南省
430603,北区|云溪区,岳阳市,湖南省
430611,君山区|郊区,岳阳市,湖南省
430621,岳阳县,岳阳市,湖南省
430622,临湘县,岳阳市,湖南省
430623,华容县,岳阳市,湖南省
430624,湘阴县,岳阳市,湖南省
430626,平江县,岳阳市,湖南省
430627,汨罗县,岳阳市,湖南省
430681,汨罗市,岳阳市,湖南省
430682,临湘市,岳阳市,湖南省
430700,常德市,常德市,湖南省
430702,武陵区,常德市,湖南省
430703,鼎城区,常德市,湖南省
430721,安乡县,常德市,湖南省
430722,汉寿县,常德市,湖南省
430723,澧县,常德市,湖南省
430724,临澧县,常德市,湖南省
430725,桃源县,常德市,湖南省
430726,石门县,常德市,湖南省
430781,津市市,常德市,湖南省
430800,张家界市|大庸市,张家界市|大庸市,湖南省
430802,永定区,张家界市|大庸市,湖南省
430811,武陵源区,张家界市|大庸市,湖南省
430821,慈利县,张家界市|大庸市,湖南省
430822,桑植县,张家界市|大庸市,湖南省
430900,益阳市,益阳市,湖南省
430902,资阳区,益阳市,湖南省
430903,赫山区,益阳市,湖南省
430921,南县,益阳市,湖南省
430922,桃江县,益阳市,湖南省
430923,安化县,益阳市,湖南省
430981,沅江市,益阳市,湖南省
431000,郴州市,郴州市,湖南省
431002,北湖区,郴州市,湖南省
431003,苏仙区,郴州市,湖南省
431021,桂阳县,郴州市,湖南省
431022,宜章县,郴州市,湖南省
431023,永兴县,郴州市,湖南省
431024,嘉禾县,郴州市,湖南省
431025,临武县,郴州市,湖南省
431026,汝城县,郴州市,湖南省
431027,桂东县,郴州市,湖南省
431028,安仁县,郴州市,湖南省
431081,资兴市,郴州市,湖南省
431100,永州市,永州市,湖南省
431102,零陵区|芝山区,永州市,湖南省
431103,冷水滩区,永州市,湖南省
431121,祁阳县,永州市,湖南省
431122,东安县,永州市,湖南省
431123,双牌县,永州市,湖南省
431124,道县,永州市,湖南省
431125,江永县,永州市,湖南省
431126,宁远县,永州市,湖南省
431127,蓝山县,永州市,湖南省
431128,新田县,永州市,湖南省
431129,江华瑶族自治县,永州市,湖南省
431181,祁阳市,永州市,湖南省
431200,怀化市,怀化市,湖南省
431202,鹤城区,怀化市,湖南省
431221,中方县,怀化市,湖南省
431222,沅陵县,怀化市,湖南省
431223,辰溪县,怀化市,湖南省
431224,溆浦县,怀化市,湖南省
431225,会同县,怀化市,湖南省
431226,麻阳苗族自治县,怀化市,湖南省
431227,新晃侗族自治县,怀化市,湖南省
431228,芷江侗族自治县,怀化市,湖南省
431229,靖州苗族侗族自治县,怀化市,湖南省
431230,通道侗族自治县,怀化市,湖南省
431281,洪江市,怀化市,湖南省
431300,娄底市,娄底市,湖南省
431302,娄星区,娄底市,湖南省
431321,双峰县,娄底市,湖南省
431322,新化县,娄底市,湖南省
431381,冷水江市,娄底市,湖南省
431382,涟源市,娄底市,湖南省
432100,湘潭地区,湘潭地区,湖南省
432121,湘潭县,湘潭地区,湖南省
432122,湘乡县,湘潭地区,湖南省
432123,醴陵县,湘潭地区,湖南省
432124,浏阳县,湘潭地区,湖南省
432125,攸县,湘潭地区,湖南省
432126,茶陵县,湘潭地区,湖南省
432127,酃县,湘潭地区,湖南省
432200,岳阳地区,岳阳地区,湖南省
432201,岳阳市,岳阳地区,湖南省
432221,岳阳县,岳阳地区,湖南省
432222,平江县,岳阳地区,湖南省
432223,湘阴县,岳阳地区,湖南省
432224,汨罗县,岳阳地区,湖南省
432225,临湘县,岳阳地区,湖南省
432226,华容县,岳阳地区,湖南省
432300,益阳地区,益阳地区,湖南省
432301,益阳市,益阳地区,湖南省
432302,沅江市,益阳地区,湖南省
432321,益阳县,益阳地区,湖南省
432322,南县,益阳地区,湖南省
432323,沅江县,益阳地区,湖南省
432324,宁乡县,益阳地区,湖南省
432325,桃江县,益阳地区,湖南省
432326,安化县,益阳地区,湖南省
432400,常德地区,常德地区,湖南省
432401,常德市,常德地区,湖南省
432402,津市市,常德地区,湖南省
432421,常德县,常德地区,湖南省
432422,安乡县,常德地区,湖南省
432423,汉寿县,常德地区,湖南省
432424,澧县,常德地区,湖南省
432425,临澧县,常德地区,湖南省
432426,桃源县,常德地区,湖南省
432427,石门县,常德地区,湖南省
432428,慈利县,常德地区,湖南省
432500,涟源地区|娄底地区,涟源地区|娄底地区,湖南省
432501,娄底市,涟源地区|娄底地区,湖南省
432502,冷水江市,涟源地区|娄底地区,湖南省
432503,涟源市,涟源地区|娄底地区,湖南省
432521,涟源县,涟源地区|娄底地区,湖南省
432522,双峰县,涟源地区|娄底地区,湖南省
432523,邵东县,涟源地区|娄底地区,湖南省
432524,新化县,涟源地区|娄底地区,湖南省
432525,新邵县,涟源地区|娄底地区,湖南省
432600,邵阳地区,邵阳地区,湖南省
432621,邵阳县,邵阳地区,湖南省
432622,隆回县,邵阳地区,湖南省
432623,武冈县,邵阳地区,湖南省
432624,洞口县,邵阳地区,湖南省
432625,新宁县,邵阳地区,湖南省
432626,绥宁县,邵阳地区,湖南省
432627,城步苗族自治县,邵阳地区,湖南省
432700,衡阳地区,衡阳地区,湖南省
432721,衡阳县,衡阳地区,湖南省
432722,衡南县,衡阳地区,湖南省
432723,衡山县,衡阳地区,湖南省
432724,衡东县,衡阳地区,湖南省
432725,常宁县,衡阳地区,湖南省
432726,祁东县,衡阳地区,湖南省
432727,祁阳县,衡阳地区,湖南省
432800,郴州地区,郴州地区,湖南省
432801,郴州市,郴州地区,湖南省
432802,资兴市,郴州地区,湖南省
432821,郴县,郴州地区,湖南省
432822,桂阳县,郴州地区,湖南省
432823,永兴县,郴州地区,湖南省
432824,宜章县,郴州地区,湖南省
432825,资兴县,郴州地区,湖南省
432826,嘉禾县,郴州地区,湖南省
432827,临武县,郴州地区,湖南省
432828,汝城县,郴州地区,湖南省
432829,桂东县,郴州地区,湖南省
432830,耒阳县,郴州地区,湖南省
432831,安仁县,郴州地区,湖南省
432900,零陵地区,零陵地区,湖南省
432901,永州市,零陵地区,湖南省
432902,冷水滩市,零陵地区,湖南省
432921,零陵县,零陵地区,湖南省
432922,东安县,零陵地区,湖南省
432923,道县,零陵地区,湖南省
432924,宁远县,零陵地区,湖南省
432925,江永县,零陵地区,湖南省
432926,江华瑶族自治县,零陵地区,湖南省
432927,蓝山县,零陵地区,湖南省
432928,新田县,零陵地区,湖南省
432929,双牌县,零陵地区,湖南省
432930,祁阳县,零陵地区,湖南省
433000,黔阳地区|怀化地区,黔阳地区|怀化地区,湖南省
433001,怀化市|洪江市,黔阳地区|怀化地区,湖南省
433002,怀化市|洪江市,黔阳地区|怀化地区,湖南省
433021,黔阳县,黔阳地区|怀化地区,湖南省
433022,沅陵县,黔阳地区|怀化地区,湖南省
433023,辰溪县,黔阳地区|怀化地区,湖南省
433024,溆浦县,黔阳地区|怀化地区,湖南省
433025,麻阳苗族自治县|麻阳县,黔阳地区|怀化地区,湖南省
433026,新晃侗族自治县,黔阳地区|怀化地区,湖南省
433027,芷江县|芷江侗族自治县,黔阳地区|怀化地区,湖南省
433028,怀化县,黔阳地区|怀化地区,湖南省
433029,会同县,黔阳地区|怀化地区,湖南省
433030,靖县|靖州苗族侗族自治县,黔阳地区|怀化地区,湖南省
433031,通道侗族自治县,黔阳地区|怀化地区,湖南省
433100,湘西土家族苗族自治州,湘西土家族苗族自治州,湖南省
433101,吉首市,湘西土家族苗族自治州,湖南省
433102,大庸市,湘西土家族苗族自治州,湖南省
433121,吉首县,湘西土家族苗族自治州,湖南省
433122,泸溪县,湘西土家族苗族自治州,湖南省
433123,凤凰县,湘西土家族苗族自治州,湖南省
433124,花垣县,湘西土家族苗族自治州,湖南省
433125,保靖县,湘西土家族苗族自治州,湖南省
433126,古丈县,湘西土家族苗族自治州,湖南省
433127,永顺县,湘西土家族苗族自治州,湖南省
433128,大庸县,湘西土家族苗族自治州,湖南省
433129,桑植县,湘西土家族苗族自治州,湖南省
433130,龙山县,湘西土家族苗族自治州,湖南省
439001,醴陵市,,湖南省
439002,湘乡市,,湖南省
439003,耒阳市,,湖南省
439004,汨罗市,,湖南省
439005,津市市,,湖南省
439006,韶山市,,湖南省
439007,临湘市,,湖南省
439008,浏阳市,,湖南省
439009,资兴市,,湖南省
439010,沅江市,,湖南省
439011,武冈市,,湖南省
440000,广东省,,广东省
440100,广州市,广州市,广东省
440102,东山区,广州市,广东省
440103,荔湾区,广州市,广东省
440104,越秀区,广州市,广东省
440105,海珠区,广州市,广东省
440106,天河区|芳村区,广州市,广东省
440107,天河区|芳村区,广州市,广东省
440111,白云区|郊区,广州市,广东省
440112,黄埔区,广州市,广东省
440113,番禺区,广州市,广东省
440114,花都区,广州市,广东省
440115,南沙区,广州市,广东省
440116,萝岗区,广州市,广东省
440117,从化区,广州市,广东省
440118,增城区,广州市,广东省
440121,花县,广州市,广东省
440122,从化县,广州市,广东省
440123,新丰县,广州市,广东省
440124,龙门县,广州市,广东省
440125,增城县,广州市,广东省
440126,番禺县,广州市,广东省
440127,清远县,广州市,广东省
440128,佛冈县,广州市,广东省
440181,番禺市,广州市,广东省
440182,花都市,广州市,广东省
440183,增城市,广州市,广东省
440184,从化市,广州市,广东省
440200,韶关市,韶关市,广东省
440202,北江区,韶关市,广东省
440203,武江区|浈江区,韶关市,广东省
440204,武江区|浈江区,韶关市,广东省
440205,曲江区,韶关市,广东省
440221,曲江县,韶关市,广东省
440222,始兴县,韶关市,广东省
440223,南雄县,韶关市,广东省
440224,仁化县,韶关市,广东省
440225,乐昌县,韶关市,广东省
440226,连县,韶关市,广东省
440227,阳山县,韶关市,广东省
440228,英德县,韶关市,广东省
440229,翁源县,韶关市,广东省
440230,连山壮族瑶族自治县,韶关市,广东省
440231,连南瑶族自治县,韶关市,广东省
440232,乳源瑶族自治县,韶关市,广东省
440233,新丰县,韶关市,广东省
440281,乐昌市,韶关市,广东省
440282,南雄市,韶关市,广东省
440300,深圳市,深圳市,广东省
440303,罗湖区,深圳市,广东省
440304,福田区,深圳市,广东省
440305,南山区,深圳市,广东省
440306,宝安区,深圳市,广东省
440307,龙岗区,深圳市,广东省
440308,盐田区,深圳市,广东省
440309,龙华区,深圳市,广东省
440310,坪山区,深圳市,广东省
440311,光明区,深圳市,广东省
440321,宝安县,深圳市,广东省
440400,珠海市,珠海市,广东省
440402,香洲区,珠海市,广东省
440403,斗门区,珠海市,广东省
440404,金湾区,珠海市,广东省
440421,斗门县,珠海市,广东省
440500,汕头市,汕头市,广东省
440502,龙湖区|同平区,汕头市,广东省
440503,安平区|金园区,汕头市,广东省
440504,公园区|升平区,汕头市,广东省
440505,金沙区,汕头市,广东省
440506,达豪区,汕头市,广东省
440507,龙湖区,汕头市,广东省
440508,金园区,汕头市,广东省
440509,升平区,汕头市,广东省
440510,河浦区,汕头市,广东省
440511,郊区|金平区,汕头市,广东省
440512,濠江区,汕头市,广东省
440513,潮阳区,汕头市,广东省
440514,潮南区,汕头市,广东省
440515,澄海区,汕头市,广东省
440521,澄海县,汕头市,广东省
440522,饶平县,汕头市,广东省
440523,南澳县,汕头市,广东省
440524,潮阳县,汕头市,广东省
440525,揭阳县,汕头市,广东省
440526,揭西县,汕头市,广东省
440527,普宁县,汕头市,广东省
440528,惠来县,汕头市,广东省
440582,潮阳市,汕头市,广东省
440583,澄海市,汕头市,广东省
440600,佛山市,佛山市,广东省
440602,汾江区|城区,佛山市,广东省
440603,石湾区,佛山市,广东省
440604,禅城区,佛山市,广东省
440605,南海区,佛山市,广东省
440606,顺德区,佛山市,广东省
440607,三水区,佛山市,广东省
440608,高明区,佛山市,广东省
440620,中山市,佛山市,广东省
440621,三水县,佛山市,广东省
440622,南海县,佛山市,广东省
440623,顺德县,佛山市,广东省
440624,高明县,佛山市,广东省
440681,顺德市,佛山市,广东省
440682,南海市,佛山市,广东省
440683,三水市,佛山市,广东省
440684,高明市,佛山市,广东省
440700,江门市,江门市,广东省
440702,城区,江门市,广东省
440703,蓬江区,江门市,广东省
440704,江海区,江门市,广东省
440705,新会区,江门市,广东省
440711,郊区,江门市,广东省
440721,新会县,江门市,广东省
440722,台山县,江门市,广东省
440723,恩平县,江门市,广东省
440724,开平县,江门市,广东省
440725,鹤山县,江门市,广东省
440726,阳江县,江门市,广东省
440727,阳春县,江门市,广东省
440781,台山市,江门市,广东省
440782,新会市,江门市,广东省
440783,开平市,江门市,广东省
440784,鹤山市,江门市,广东省
440785,恩平市,江门市,广东省
440800,湛江市,湛江市,广东省
440802,赤坎区,湛江市,广东省
440803,霞山区,湛江市,广东省
440804,坡头区,湛江市,广东省
440811,麻章区|郊区,湛江市,广东省
440821,吴川县,湛江市,广东省
440822,廉江县,湛江市,广东省
440823,遂溪县,湛江市,广东省
440824,海康县,湛江市,广东省
440825,徐闻县,湛江市,广东省
440881,廉江市,湛江市,广东省
440882,雷州市,湛江市,广东省
440883,吴川市,湛江市,广东省
440900,茂名市,茂名市,广东省
440902,茂南区,茂名市,广东省
440903,茂港区,茂名市,广东省
440904,电白区,茂名市,广东省
440921,信宜县,茂名市,广东省
440922,高州县,茂名市,广东省
440923,电白县,茂名市,广东省
440924,化州县,茂名市,广东省
440981,高州市,茂名市,广东省
440982,化州市,茂名市,广东省
440983,信宜市,茂名市,广东省
441000,海口市,海口市,广东省
441001,潮州市,海口市,广东省
441002,新华区,海口市,广东省
441003,立新区,海口市,广东省
441004,东方红区,海口市,广东省
441005,秀英区,海口市,广东省
441100,三亚市,三亚市,广东省
441200,肇庆市,肇庆市,广东省
441202,端州区,肇庆市,广东省
441203,鼎湖区,肇庆市,广东省
441204,高要区,肇庆市,广东省
441221,高要县,肇庆市,广东省
441222,四会县,肇庆市,广东省
441223,广宁县,肇庆市,广东省
441224,怀集县,肇庆市,广东省
441225,封开县,肇庆市,广东省
441226,德庆县,肇庆市,广东省
441227,云浮县,肇庆市,广东省
441228,新兴县,肇庆市,广东省
441229,郁南县,肇庆市,广东省
441230,罗定县,肇庆市,广东省
441283,高要市,肇庆市,广东省
441284,四会市,肇庆市,广东省
441300,惠州市,惠州市,广东省
441302,惠城区,惠州市,广东省
441303,惠阳区,惠州市,广东省
441321,惠阳县,惠州市,广东省
